NAME,DP05_0001E,DP05_0018E,DP05_0019PE,DP05_0024PE,DP02_0038PE,DP02_0065PE,DP02_0072PE,DP03_0009PE,DP03_0062E,DP03_0099PE,DP04_0003PE,DP04_0047PE,DP04_0058PE,DP04_0134E,state,county
"Renville County, North Dakota",2282,38.2,24.1,19.2,43.8,17.8,10.2,2.3,77067,4.4,31.4,16.4,3.4,885,38,075
"Richland County, North Dakota",16548,37.3,21.8,19.0,28.2,19.0,12.1,2.5,67089,5.9,10.0,30.8,7.2,725,38,077
"Rolette County, North Dakota",12292,31.1,33.1,12.4,72.6,11.0,17.2,6.4,53806,26.4,21.1,33.9,8.5,482,38,079
"Sargent County, North Dakota",3828,44.2,20.7,22.6,11.1,14.1,12.9,1.5,75648,3.7,13.7,26.5,2.5,837,38,081
"Sheridan County, North Dakota",1338,52.3,15.2,33.5,0.0,13.6,12.0,0.8,68684,6.5,21.2,17.1,2.2,439,38,083
"Sioux County, North Dakota",3896,27.1,35.8,8.1,57.8,8.7,16.2,20.7,41201,28.0,17.9,56.5,13.4,430,38,085
"Slope County, North Dakota",837,54.1,20.0,27.0,-666666666.0,19.2,17.9,4.5,70625,1.9,24.4,9.7,1.1,531,38,087
"Stark County, North Dakota",32989,34.3,27.3,13.3,34.1,18.9,10.2,2.9,78734,7.9,14.1,35.7,5.2,988,38,089
"Steele County, North Dakota",1774,45.3,21.9,26.4,37.0,26.6,8.7,2.2,85750,5.2,35.7,22.6,0.7,594,38,091
"Stutsman County, North Dakota",21609,40.3,20.2,19.9,33.5,18.0,18.0,4.7,59167,7.3,12.3,35.3,5.2,746,38,093
"Towner County, North Dakota",2152,49.1,23.0,22.5,79.5,13.8,14.7,1.6,61250,9.5,26.9,24.3,3.3,622,38,095
"Traill County, North Dakota",8004,40.6,22.3,19.6,20.8,22.1,11.3,2.0,81157,5.4,10.6,27.0,5.8,709,38,097
"Walsh County, North Dakota",10553,44.6,23.2,21.6,52.0,12.5,13.5,2.3,68082,7.5,14.4,21.8,4.8,695,38,099
"Ward County, North Dakota",69532,33.0,23.9,13.3,20.0,20.3,12.2,3.7,78143,6.1,12.2,38.8,4.3,1005,38,101
"Wells County, North Dakota",3990,49.7,22.4,25.1,46.9,18.4,12.4,1.8,59732,5.4,22.5,25.7,6.2,594,38,103
"Williams County, North Dakota",39076,31.9,29.5,9.6,11.7,18.1,10.4,2.5,86139,12.4,22.7,46.3,6.5,1097,38,105
"Adams County, Ohio",27509,42.2,23.9,18.2,61.9,8.1,23.0,5.8,46234,8.5,20.0,28.5,7.8,667,39,001
"Allen County, Ohio",102087,39.8,23.4,18.4,43.8,11.9,16.1,6.1,58976,6.2,8.9,32.5,7.5,844,39,003
"Ashland County, Ohio",52522,41.5,22.4,19.6,27.0,14.3,14.6,3.7,62254,8.2,9.0,22.1,6.9,815,39,005
"Ashtabula County, Ohio",97666,42.6,21.8,19.6,56.8,10.3,17.2,7.6,53663,10.0,16.7,26.6,8.5,811,39,007
"Athens County, Ohio",61276,32.2,14.9,14.3,35.6,15.6,17.3,5.7,48750,6.0,14.5,39.3,6.7,907,39,009
"Auglaize County, Ohio",46263,40.7,23.7,18.8,16.4,12.6,12.2,2.9,75231,4.2,5.5,22.7,3.6,815,39,011
"Belmont County, Ohio",66554,44.1,18.7,21.1,35.0,11.2,16.1,6.0,56943,6.5,17.9,25.5,6.9,754,39,013
"Brown County, Ohio",43715,41.9,22.8,18.5,43.7,9.5,17.0,4.4,66677,6.5,12.5,25.4,5.9,785,39,015
"Butler County, Ohio",388327,37.2,23.3,15.4,30.3,20.5,12.1,5.1,77062,6.3,6.2,30.5,4.9,1048,39,017
"Carroll County, Ohio",26761,45.9,20.5,21.8,20.6,8.4,17.6,3.9,59872,10.5,15.3,23.4,7.0,756,39,019
"Champaign County, Ohio",38715,41.7,22.1,18.8,20.3,12.3,13.8,4.5,70486,4.9,7.5,23.7,4.9,856,39,021
"Clark County, Ohio",135877,41.4,22.4,19.9,56.6,11.6,17.2,6.8,58954,6.9,9.2,31.5,7.1,820,39,023
"Clermont County, Ohio",208851,40.5,22.5,17.4,26.6,19.1,14.5,4.1,79573,5.6,4.6,26.2,4.8,984,39,025
"Clinton County, Ohio",42077,40.5,22.8,17.7,31.0,12.8,16.2,4.7,64210,5.7,8.6,29.3,4.0,837,39,027
"Columbiana County, Ohio",101723,44.5,20.2,20.9,35.5,11.0,17.3,4.9,55473,7.4,10.6,26.8,7.2,696,39,029
"Coshocton County, Ohio",36629,40.6,23.7,19.5,22.7,10.7,16.8,6.1,52048,10.3,9.8,28.3,9.7,694,39,031
"Crawford County, Ohio",41861,42.9,21.9,20.6,41.9,9.4,16.4,5.5,52486,6.7,8.6,30.6,5.5,746,39,033
"Cuyahoga County, Ohio",1256620,40.4,20.5,18.7,45.4,20.3,15.1,7.2,60074,5.5,10.3,41.6,12.3,952,39,035
"Darke County, Ohio",51751,41.7,23.6,20.0,30.5,10.9,13.5,2.6,60237,6.9,7.0,28.2,5.0,731,39,037
"Defiance County, Ohio",38300,40.8,22.7,19.0,15.4,12.1,13.9,4.9,69302,6.9,7.9,22.6,5.1,808,39,039
"Delaware County, Ohio",216074,39.8,25.4,14.4,14.6,34.8,8.2,3.0,123995,4.4,4.5,21.1,2.6,1338,39,041
"Erie County, Ohio",75299,44.8,20.0,22.5,44.9,17.4,15.2,6.1,65171,5.5,16.2,28.6,5.9,884,39,043
"Fairfield County, Ohio",159371,39.5,23.8,16.2,28.5,20.4,14.2,3.7,82969,6.0,6.4,25.1,4.0,1042,39,045
"Fayette County, Ohio",28901,41.2,23.4,17.7,57.0,8.6,19.6,4.3,56773,7.9,8.4,35.5,6.6,772,39,047
"Franklin County, Ohio",1318149,34.6,23.1,12.5,31.5,25.6,11.5,4.7,71070,8.0,6.9,46.5,7.1,1169,39,049
"Fulton County, Ohio",42602,41.4,23.3,18.5,41.6,11.6,14.6,3.5,71453,5.7,4.7,18.3,2.5,807,39,051
"Gallia County, Ohio",29276,40.2,23.3,19.2,19.4,10.3,19.1,4.1,55533,11.0,16.0,24.1,9.1,803,39,053
"Geauga County, Ohio",95455,44.6,22.4,21.3,9.9,24.9,9.9,3.1,97162,8.1,5.7,12.9,8.9,1009,39,055
"Greene County, Ohio",167567,38.6,20.6,17.8,29.8,21.1,13.6,4.6,81243,5.2,6.5,33.0,4.5,1027,39,057
"Guernsey County, Ohio",38409,42.6,22.1,19.8,56.5,9.7,17.5,4.6,53901,9.7,15.1,27.4,6.9,801,39,059
"Hamilton County, Ohio",827671,36.8,22.8,16.0,41.5,24.2,12.2,5.0,68249,5.6,8.2,40.8,10.4,961,39,061
"Hancock County, Ohio",75072,39.4,21.9,17.9,10.0,18.0,12.8,3.7,67006,4.8,7.1,31.1,4.9,877,39,063
"Hardin County, Ohio",30622,35.6,23.0,16.0,15.3,11.5,13.1,4.7,55876,12.4,9.9,25.6,8.2,755,39,065
"Harrison County, Ohio",14528,46.1,20.8,22.5,31.1,7.5,17.1,4.5,54056,12.9,21.7,22.2,7.3,682,39,067
"Henry County, Ohio",27601,41.8,23.3,19.0,33.1,12.4,12.9,4.5,71616,5.4,7.2,20.9,3.7,846,39,069
"Highland County, Ohio",43285,40.8,23.8,18.4,43.4,9.9,17.5,4.4,60522,9.1,12.2,27.2,8.8,736,39,071
"Hocking County, Ohio",28104,42.6,21.6,19.1,38.8,10.6,17.8,4.7,59007,7.0,13.4,21.1,4.1,773,39,073
"Holmes County, Ohio",44273,32.2,30.3,14.0,10.0,7.4,7.8,2.0,72987,41.8,8.3,22.0,31.3,749,39,075
"Huron County, Ohio",58518,40.1,23.8,17.9,49.9,10.4,15.4,4.4,64144,6.9,9.5,26.6,4.5,805,39,077
"Jackson County, Ohio",32563,40.1,23.5,17.6,49.4,10.8,21.6,5.9,56549,7.3,13.8,25.6,7.0,744,39,079
"Jefferson County, Ohio",65280,44.3,19.3,21.9,30.9,12.4,17.3,5.5,53124,4.9,13.7,28.9,8.6,760,39,081
"Knox County, Ohio",62657,39.4,22.8,18.5,26.0,15.2,13.8,3.3,71246,10.4,10.6,27.0,6.0,878,39,083
"Lake County, Ohio",232236,43.9,19.6,20.7,23.4,19.7,13.5,4.4,76835,5.2,5.8,25.3,4.4,1027,39,085
"Lawrence County, Ohio",57994,41.9,21.8,18.7,65.1,11.1,23.2,3.8,51846,4.9,15.5,27.1,5.5,806,39,087
"Licking County, Ohio",178844,40.2,22.9,16.9,34.1,19.9,15.2,3.3,78505,5.3,7.5,26.5,5.2,960,39,089
"Logan County, Ohio",46098,41.8,22.9,18.7,37.9,12.3,13.5,3.5,69125,5.1,19.2,23.4,5.4,802,39,091
"Lorain County, Ohio",313101,41.9,21.7,19.0,51.7,17.1,14.1,4.4,67272,5.6,7.5,27.1,5.7,886,39,093
"Lucas County, Ohio",430014,38.1,22.8,16.7,48.8,17.5,15.3,6.8,57265,5.9,9.5,38.5,8.6,879,39,095
"Madison County, Ohio",43961,41.4,20.1,15.8,32.0,14.0,15.0,3.4,77062,6.8,6.1,24.1,3.0,899,39,097
"Mahoning County, Ohio",227979,43.3,20.2,21.6,39.5,16.7,16.2,7.2,54279,5.0,9.7,30.2,8.1,753,39,099
"Marion County, Ohio",65366,40.7,21.1,18.2,44.5,9.1,18.3,5.7,55106,5.6,11.3,32.8,7.6,837,39,101
"Medina County, Ohio",182347,42.7,21.7,18.8,11.1,23.5,11.6,3.0,89968,3.7,4.0,20.2,3.5,1053,39,103
"Meigs County, Ohio",22242,43.2,21.9,20.2,59.6,8.0,22.6,6.4,46255,8.2,17.3,25.0,6.6,689,39,105
"Mercer County, Ohio",42321,39.4,25.7,18.5,22.4,13.7,11.0,2.0,73278,4.3,10.5,21.2,4.4,749,39,107
"Miami County, Ohio",108818,41.1,22.9,19.0,32.9,15.3,11.9,3.4,71440,5.0,5.6,26.6,4.7,906,39,109
"Monroe County, Ohio",13401,46.1,20.5,23.2,66.9,7.1,19.4,5.5,55381,7.1,22.2,19.9,9.0,668,39,111
"Montgomery County, Ohio",536121,39.0,22.0,18.2,53.7,17.9,15.1,5.9,61942,6.9,9.5,37.7,9.0,925,39,113
"Morgan County, Ohio",13851,44.6,20.8,21.8,60.7,7.4,21.2,4.9,51056,7.2,22.5,24.4,5.7,689,39,115
"Morrow County, Ohio",35049,42.7,22.2,18.3,40.3,11.8,16.4,2.6,70412,10.0,8.9,18.3,4.5,895,39,117
"Muskingum County, Ohio",86393,40.5,22.5,17.9,51.0,11.9,16.1,4.6,56810,6.1,9.8,31.1,6.9,776,39,119
"Noble County, Ohio",14216,51.9,18.8,28.4,21.0,8.6,21.8,4.5,51547,8.1,21.5,20.3,10.2,716,39,121
"Ottawa County, Ohio",40367,49.8,17.8,26.1,33.6,17.2,15.6,3.4,69515,4.5,37.1,17.6,3.9,846,39,123
"Paulding County, Ohio",18827,41.4,23.5,19.0,46.6,10.8,16.9,3.9,65331,5.9,11.0,18.7,4.3,718,39,125
"Perry County, Ohio",35451,41.1,23.5,17.3,36.0,10.2,18.1,4.9,62899,7.5,10.9,24.3,7.3,695,39,127
"Pickaway County, Ohio",58809,39.5,21.4,15.9,25.6,13.6,15.6,4.1,67600,5.5,5.9,27.2,6.0,906,39,129
"Pike County, Ohio",27151,40.9,23.6,17.8,31.5,9.4,25.0,5.2,50832,5.5,12.9,34.4,6.1,817,39,131
"Portage County, Ohio",161217,39.1,18.3,17.3,45.2,18.7,12.9,5.6,69796,5.5,10.0,29.3,7.1,990,39,133
"Preble County, Ohio",40929,43.0,22.1,19.6,33.5,11.6,15.0,3.4,66355,5.4,8.2,20.1,4.1,803,39,135
"Putnam County, Ohio",34400,40.3,25.4,17.9,5.4,17.6,9.5,2.2,79453,3.1,4.7,13.7,2.6,807,39,137
"Richland County, Ohio",125008,40.9,21.7,19.6,50.3,11.0,16.0,4.8,56557,6.7,9.0,32.0,7.6,768,39,139
"Ross County, Ohio",76957,41.3,21.1,17.2,34.1,10.1,18.7,5.7,58048,6.6,7.8,29.1,6.5,827,39,141
"Sandusky County, Ohio",58885,42.3,21.8,19.4,58.8,12.6,15.9,4.8,60814,5.5,9.3,25.9,4.6,756,39,143
"Scioto County, Ohio",73716,40.6,21.6,18.3,36.9,10.7,23.2,7.5,46360,6.0,15.6,31.5,7.2,723,39,145
"Seneca County, Ohio",55062,40.6,21.6,18.3,31.0,12.2,14.4,4.2,62476,5.4,8.6,28.0,5.7,789,39,147
"Shelby County, Ohio",48145,40.2,24.6,17.2,50.5,13.3,13.5,4.9,73502,4.4,7.5,25.9,4.0,865,39,149
"Stark County, Ohio",374199,41.8,21.4,19.9,48.5,15.5,14.0,4.3,63130,5.9,7.4,31.8,6.8,838,39,151
"Summit County, Ohio",539361,41.1,20.7,18.6,41.1,21.8,13.4,5.3,68360,5.7,7.3,33.1,7.8,956,39,153
"Trumbull County, Ohio",201749,44.0,20.5,21.9,42.1,13.2,17.2,4.8,53537,7.0,10.1,28.3,8.0,752,39,155
"Tuscarawas County, Ohio",92840,41.1,22.9,19.8,37.1,13.2,15.1,5.5,61953,8.6,7.4,30.4,7.1,844,39,157
"Union County, Ohio",63411,38.4,24.2,13.0,33.0,25.8,10.4,2.9,104496,4.6,3.4,19.6,2.9,1144,39,159
"Van Wert County, Ohio",28833,41.3,23.2,19.2,49.6,10.5,14.1,3.8,64841,3.7,7.1,20.6,4.2,769,39,161
"Vinton County, Ohio",12790,43.6,21.7,18.6,54.1,10.7,23.2,3.6,50967,7.7,14.2,25.4,4.5,675,39,163
"Warren County, Ohio",243189,39.5,24.0,14.9,13.5,26.7,10.7,3.0,103128,3.7,5.1,21.1,2.6,1254,39,165
"Washington County, Ohio",59639,44.1,19.7,21.3,49.0,12.8,16.5,5.2,59053,6.7,12.1,25.9,5.2,794,39,167
"Wayne County, Ohio",116680,38.8,24.0,18.2,22.8,14.5,12.5,3.3,70320,14.1,5.2,24.7,10.0,824,39,169
"Williams County, Ohio",36973,41.5,22.3,19.2,46.9,9.2,17.5,3.5,60632,5.4,7.2,24.9,4.5,771,39,171
"Wood County, Ohio",131564,35.4,20.2,15.9,19.8,22.3,11.9,4.9,70537,4.4,5.5,35.9,4.3,907,39,173
"Wyandot County, Ohio",21818,42.3,22.2,19.9,42.2,13.3,13.8,2.8,68552,3.6,8.8,26.4,4.6,753,39,175
"Adair County, Oklahoma",19726,38.1,26.5,15.6,30.1,6.6,21.1,6.4,44955,23.2,15.9,31.4,10.1,608,40,001
"Alfalfa County, Oklahoma",5683,43.6,19.7,18.9,61.4,14.2,17.1,4.0,75028,10.4,27.0,20.3,1.9,654,40,003
"Atoka County, Oklahoma",14117,40.6,21.6,18.6,25.0,9.8,23.4,5.6,49181,19.4,19.4,23.1,7.0,669,40,005
"Beaver County, Oklahoma",5071,39.9,25.5,18.7,30.6,16.7,15.9,1.9,62981,16.1,30.4,21.7,2.5,838,40,007
"Beckham County, Oklahoma",22295,36.3,23.4,13.8,41.4,10.3,13.8,6.2,51499,13.7,20.9,33.9,5.6,793,40,009
"Blaine County, Oklahoma",8661,41.3,23.9,18.8,4.1,13.8,17.2,6.8,56843,12.7,24.7,29.7,2.2,844,40,011
"Bryan County, Oklahoma",46528,36.8,23.3,17.5,41.5,16.0,19.7,4.8,54289,19.4,12.0,36.4,5.2,877,40,013
"Caddo County, Oklahoma",26910,37.4,23.0,15.7,47.8,11.1,19.6,6.0,52443,18.5,22.0,27.6,8.1,686,40,015
"Canadian County, Oklahoma",156681,36.2,25.8,13.4,24.5,22.4,13.2,4.1,82364,9.5,5.9,24.5,3.3,1129,40,017
"Carter County, Oklahoma",48202,38.4,25.1,17.0,47.1,11.4,21.6,4.2,56390,15.6,13.3,32.6,5.1,908,40,019
"Cherokee County, Oklahoma",47412,36.5,21.6,17.2,47.2,18.1,20.8,5.6,52410,19.9,18.7,33.3,6.5,773,40,021
"Choctaw County, Oklahoma",14285,41.7,24.4,20.4,33.3,9.6,26.0,6.9,43252,16.7,18.3,33.4,8.3,662,40,023
"Cimarron County, Oklahoma",2272,45.9,24.3,24.1,0.0,27.4,26.2,0.2,57100,18.6,45.4,19.0,3.2,615,40,025
"Cleveland County, Oklahoma",295060,34.8,20.8,14.1,20.6,20.9,14.6,4.7,71757,10.0,6.1,36.1,4.1,1073,40,027
"Coal County, Oklahoma",5287,40.7,24.1,20.7,39.4,10.4,24.7,5.6,47117,23.4,19.3,27.7,6.4,679,40,029
"Comanche County, Oklahoma",121777,33.5,23.7,13.1,41.8,15.0,20.9,6.6,57150,12.9,15.5,45.2,8.3,903,40,031
"Cotton County, Oklahoma",5537,42.8,23.1,18.7,40.9,12.6,24.3,2.2,60208,10.6,25.4,23.0,7.1,738,40,033
"Craig County, Oklahoma",14144,41.2,21.9,18.8,34.3,8.4,21.9,4.6,48018,17.0,18.8,30.6,5.2,810,40,035
"Creek County, Oklahoma",72076,40.4,23.4,18.1,46.7,12.7,15.1,3.7,61657,11.8,12.0,24.8,4.6,880,40,037
"Custer County, Oklahoma",28391,32.4,24.8,13.8,37.3,20.8,12.5,2.9,58669,10.4,17.1,35.1,4.0,732,40,039
"Delaware County, Oklahoma",40791,46.8,19.9,25.0,33.5,12.8,21.9,5.2,53290,16.5,31.4,25.1,4.3,833,40,041
"Dewey County, Oklahoma",4504,38.1,27.8,18.7,14.7,12.9,18.8,5.2,61310,15.4,28.3,23.4,2.5,844,40,043
"Ellis County, Oklahoma",3755,43.8,22.3,23.7,1.2,13.8,20.8,8.8,57768,14.5,34.1,18.4,5.2,732,40,045
"Garfield County, Oklahoma",62456,35.7,25.7,16.5,23.4,15.6,17.8,4.6,64165,14.6,14.2,34.3,4.1,868,40,047
"Garvin County, Oklahoma",25806,38.8,24.9,18.0,38.9,10.6,16.4,2.8,53600,16.7,18.2,31.3,4.0,791,40,049
"Grady County, Oklahoma",55314,39.7,23.4,16.5,40.5,16.3,17.9,5.0,74349,12.6,12.2,25.0,4.0,841,40,051
"Grant County, Oklahoma",4152,41.1,23.7,22.1,25.0,15.9,17.9,3.4,58980,10.7,30.3,22.1,3.0,830,40,053
"Greer County, Oklahoma",5531,41.0,21.1,17.1,23.8,7.7,21.6,5.8,55204,13.2,23.0,28.4,8.1,641,40,055
"Harmon County, Oklahoma",2499,40.7,24.1,19.4,25.0,10.3,18.5,7.4,55729,18.5,29.8,24.8,5.2,727,40,057
"Harper County, Oklahoma",3272,39.7,24.8,18.8,0.0,17.5,18.1,2.6,59934,11.5,29.4,17.2,1.7,791,40,059
"Haskell County, Oklahoma",11651,41.3,23.3,20.3,36.2,10.3,23.4,7.7,46239,18.2,20.4,24.9,5.4,730,40,061
"Hughes County, Oklahoma",13409,39.2,21.1,18.9,52.5,9.0,20.3,6.3,44799,19.0,32.9,26.1,4.7,604,40,063
"Jackson County, Oklahoma",24776,34.7,25.2,15.1,41.4,16.0,15.5,4.2,60954,13.4,18.3,39.3,6.4,842,40,065
"Jefferson County, Oklahoma",5420,40.9,25.4,20.4,34.2,13.4,26.3,4.3,48346,14.8,24.7,27.7,8.4,566,40,067
"Johnston County, Oklahoma",10410,39.5,23.5,18.8,48.6,14.8,25.3,5.5,48476,16.2,17.6,29.9,6.8,690,40,069
"Kay County, Oklahoma",43859,38.2,24.8,19.0,47.0,12.6,19.0,6.2,53746,13.0,20.8,32.6,6.5,786,40,071
"Kingfisher County, Oklahoma",15290,38.1,27.4,16.5,7.1,16.1,12.7,2.5,65167,15.0,13.8,26.5,3.2,905,40,073
"Kiowa County, Oklahoma",8446,41.6,24.2,20.2,2.9,13.2,22.0,4.4,42679,13.0,29.9,25.8,2.8,572,40,075
"Latimer County, Oklahoma",9537,40.9,22.1,21.0,23.0,8.8,21.9,7.8,42735,20.1,18.0,30.6,3.9,694,40,077
"Le Flore County, Oklahoma",48525,38.8,24.1,17.9,37.0,10.3,21.2,5.2,46750,19.0,15.7,29.1,5.9,753,40,079
"Lincoln County, Oklahoma",33734,41.0,23.5,18.8,30.3,11.3,20.2,3.0,57656,12.9,12.1,19.4,2.9,731,40,081
"Logan County, Oklahoma",49919,39.9,22.3,16.6,36.6,21.1,15.6,2.9,80565,12.5,10.0,13.2,3.2,869,40,083
"Love County, Oklahoma",10158,39.0,24.4,18.2,39.4,12.1,22.2,5.4,60758,15.2,21.7,28.5,3.6,812,40,085
"McClain County, Oklahoma",42393,38.8,25.2,15.4,13.3,18.1,14.3,4.1,80150,10.6,7.1,20.6,1.3,920,40,087
"McCurtain County, Oklahoma",31003,38.2,25.8,17.9,44.3,11.4,21.7,4.9,47046,20.4,19.7,28.2,7.8,677,40,089
"McIntosh County, Oklahoma",19159,47.4,19.8,25.4,26.1,9.2,23.5,4.0,43467,23.9,38.0,22.4,5.2,700,40,091
"Major County, Oklahoma",7678,42.2,25.3,20.9,26.2,13.2,17.4,1.8,67621,10.9,14.5,17.9,3.5,628,40,093
"Marshall County, Oklahoma",15494,42.0,22.8,21.6,51.9,11.6,23.0,5.8,53734,19.0,35.7,22.6,4.1,761,40,095
"Mayes County, Oklahoma",39324,40.3,23.2,18.5,42.1,11.5,23.9,5.9,56552,16.0,17.7,25.7,4.4,788,40,097
"Murray County, Oklahoma",13837,41.5,22.9,19.8,23.0,12.9,23.3,2.1,60213,12.7,22.7,27.0,3.4,824,40,099
"Muskogee County, Oklahoma",66606,38.1,24.3,16.9,51.1,14.3,22.1,5.7,50289,15.5,13.0,33.3,7.8,793,40,101
"Noble County, Oklahoma",10981,41.1,24.0,20.7,31.2,13.4,18.3,4.0,66813,8.3,16.3,20.2,1.6,710,40,103
"Nowata County, Oklahoma",9460,42.1,23.0,19.8,48.1,12.2,18.6,4.3,50960,16.6,15.7,28.1,5.6,741,40,105
"Okfuskee County, Oklahoma",11349,40.1,22.3,18.0,51.4,8.2,21.4,3.5,45429,16.0,19.8,28.6,6.9,677,40,107
"Oklahoma County, Oklahoma",795822,35.1,25.2,14.1,32.5,21.6,14.0,4.6,62505,14.0,10.0,41.1,6.2,1008,40,109
"Okmulgee County, Oklahoma",36900,39.3,23.5,18.4,57.8,11.0,22.4,7.2,50819,15.3,16.5,29.7,6.5,765,40,111
"Osage County, Oklahoma",46004,43.2,21.2,20.5,27.3,13.6,19.7,5.6,58189,12.5,14.8,21.7,4.1,773,40,113
"Ottawa County, Oklahoma",30472,37.6,24.9,18.1,39.1,10.2,20.8,3.8,46186,17.2,14.5,32.5,5.6,742,40,115
"Pawnee County, Oklahoma",15682,41.5,23.5,19.2,18.3,12.6,17.1,3.5,56279,14.2,18.8,22.3,3.3,842,40,117
"Payne County, Oklahoma",82058,27.2,18.4,12.9,24.6,21.2,13.0,4.8,46658,11.9,13.3,48.5,5.6,899,40,119
"Pittsburg County, Oklahoma",43758,40.4,22.8,19.9,35.3,12.6,23.1,6.3,53054,16.1,21.5,28.0,7.1,798,40,121
"Pontotoc County, Oklahoma",38116,37.3,24.6,16.9,27.7,17.5,15.8,4.3,59457,17.7,15.1,34.2,6.4,847,40,123
"Pottawatomie County, Oklahoma",72734,37.7,23.2,16.3,40.1,13.7,18.9,5.8,58270,13.3,12.1,30.1,4.8,848,40,125
"Pushmataha County, Oklahoma",10845,44.0,21.4,22.8,48.8,8.0,30.1,9.0,42274,21.7,25.9,24.6,8.8,557,40,127
"Roger Mills County, Oklahoma",3423,42.0,24.7,21.2,21.6,14.1,18.8,4.7,57574,12.8,20.9,19.2,0.9,679,40,129
"Rogers County, Oklahoma",95870,39.3,23.0,16.7,26.4,17.5,16.6,4.7,75312,11.8,7.9,22.7,2.7,980,40,131
"Seminole County, Oklahoma",23592,38.9,24.3,18.1,34.5,10.5,23.8,7.2,43239,20.5,20.9,30.9,7.0,695,40,133
"Sequoyah County, Oklahoma",39538,40.8,23.7,18.4,33.8,10.8,23.6,5.2,47494,18.8,17.7,28.4,4.7,788,40,135
"Stephens County, Oklahoma",43140,40.7,22.9,20.4,33.7,12.2,21.6,4.9,57065,14.2,16.3,25.3,6.7,831,40,137
"Texas County, Oklahoma",21144,33.1,28.4,11.8,12.3,16.1,12.0,2.7,55682,18.3,18.7,32.0,3.7,865,40,139
"Tillman County, Oklahoma",7013,40.8,24.1,20.2,88.4,12.2,24.8,5.9,46306,13.3,31.5,26.8,7.9,682,40,141
"Tulsa County, Oklahoma",668923,36.0,24.9,14.8,32.0,21.7,13.6,5.3,65229,13.9,9.8,40.1,6.2,1002,40,143
"Wagoner County, Oklahoma",82269,38.9,23.7,16.8,17.1,17.8,18.3,4.9,75082,11.6,8.7,19.9,2.6,1000,40,145
"Washington County, Oklahoma",52579,39.7,23.8,19.7,19.9,20.6,17.5,3.8,59426,12.3,14.0,27.5,4.7,879,40,147
"Washita County, Oklahoma",10930,40.4,24.4,18.5,54.4,12.1,20.5,5.8,60600,13.7,21.7,25.0,3.5,752,40,149
"Woods County, Oklahoma",8661,33.7,20.6,17.1,1.1,22.5,15.9,5.0,50724,9.7,23.8,31.0,9.7,793,40,151
"Woodward County, Oklahoma",20411,36.8,24.4,16.0,24.1,13.3,18.0,5.3,61207,16.1,14.6,28.7,3.8,839,40,153
"Baker County, Oregon",16685,47.4,20.1,27.2,39.6,17.3,22.6,5.5,51657,6.2,19.2,27.8,4.8,765,41,001
"Benton County, Oregon",95615,33.5,15.5,16.9,27.4,28.4,11.9,6.8,72882,5.3,5.6,44.0,7.7,1315,41,003
"Clackamas County, Oregon",420925,41.9,21.1,18.9,14.5,25.2,12.6,5.0,95740,5.3,5.7,28.9,4.9,1605,41,005
"Clatsop County, Oregon",41190,44.9,18.3,23.6,18.8,16.4,19.5,4.8,68025,8.4,25.2,38.2,8.6,1096,41,007
"Columbia County, Oregon",52865,43.1,20.5,19.4,16.1,12.2,16.6,4.5,83265,5.1,6.6,23.4,4.4,1211,41,009
"Coos County, Oregon",64908,48.4,18.0,26.8,38.0,12.7,22.9,5.8,57563,6.4,10.8,30.8,6.5,952,41,011
"Crook County, Oregon",24987,47.0,19.7,24.7,29.6,14.6,18.3,4.1,74969,7.5,8.4,24.7,3.7,1129,41,013
"Curry County, Oregon",23404,56.8,14.2,34.4,26.7,14.0,21.6,7.2,64300,5.3,14.6,23.4,4.4,1105,41,015
"Deschutes County, Oregon",199352,42.6,19.4,20.5,19.3,25.2,12.0,5.2,82042,7.1,14.2,30.3,4.2,1550,41,017
"Douglas County, Oregon",111322,46.6,19.3,26.0,28.5,12.4,20.8,6.1,56440,5.8,7.4,28.5,5.1,957,41,019
"Gilliam County, Oregon",1983,51.0,19.3,31.2,0.0,17.9,16.6,6.3,58409,5.9,20.3,25.4,7.2,1071,41,021
"Grant County, Oregon",7237,51.7,17.0,31.0,7.2,13.2,22.9,7.5,56045,8.7,18.4,22.1,3.5,803,41,023
"Harney County, Oregon",7496,45.5,19.5,25.5,4.0,7.9,21.9,5.4,45462,7.9,16.3,30.9,6.4,665,41,025
"Hood River County, Oregon",23965,40.2,22.6,17.1,31.9,21.9,12.1,3.3,80254,9.2,10.8,31.7,5.4,1281,41,027
"Jackson County, Oregon",222604,42.3,20.4,22.5,19.4,18.3,16.0,5.5,67690,6.3,6.7,35.0,5.4,1208,41,029
"Jefferson County, Oregon",24659,41.1,23.0,19.5,30.8,14.7,20.1,7.0,69345,9.5,16.6,29.8,4.9,940,41,031
"Josephine County, Oregon",87994,47.4,19.1,26.5,24.1,11.9,21.1,8.1,56068,7.7,7.0,29.4,4.7,1093,41,033
"Klamath County, Oregon",69506,41.1,21.7,21.4,34.2,13.4,19.6,7.6,57219,8.5,14.2,33.0,5.1,921,41,035
"Lake County, Oregon",8201,46.1,18.8,25.4,8.5,13.0,18.9,7.7,54663,7.0,20.4,37.5,7.7,816,41,037
"Lane County, Oregon",382218,40.1,17.8,20.1,30.2,19.5,17.2,6.7,65157,6.6,4.9,40.7,7.4,1210,41,039
